,date,temp_C,precip_mm,wind_avg_ms,sun_hours,humidity_pct,visibility_min_m,visibility_max_m
24447,2017-12-07,6.2,6.5,9.5,0.0,81.0,3000.0,32000.0
24448,2017-12-08,3.4,11.5,8.7,1.6,79.0,2800.0,32000.0
24449,2017-12-09,3.4,9.3,6.7,1.8,82.0,3500.0,32000.0
24450,2017-12-10,0.8,12.7,6.4,0.0,94.0,600.0,20000.0
24451,2017-12-11,0.2,6.3,5.5,0.0,92.0,500.0,25000.0
24452,2017-12-12,1.9,1.0,4.8,2.5,86.0,6000.0,25000.0
24453,2017-12-13,3.7,9.4,7.6,0.2,91.0,3300.0,25000.0
24454,2017-12-14,3.5,7.8,5.8,1.2,87.0,2400.0,25000.0
24455,2017-12-15,2.3,0.5,3.2,0.5,95.0,200.0,9000.0
24456,2017-12-16,2.4,4.5,3.3,3.1,88.0,2400.0,20000.0
24457,2017-12-17,2.7,4.3,3.8,5.5,90.0,2400.0,25000.0
24458,2017-12-18,5.9,2.8,4.6,1.9,88.0,200.0,12000.0
24459,2017-12-19,5.6,0.0,3.5,0.4,94.0,300.0,17000.0
24460,2017-12-20,7.7,-0.1,2.9,0.2,97.0,900.0,9000.0
24461,2017-12-21,8.4,1.0,3.0,0.0,99.0,200.0,4700.0
24462,2017-12-22,8.4,3.4,1.9,0.3,97.0,300.0,12000.0
24463,2017-12-23,8.6,0.1,7.5,0.0,93.0,3600.0,18000.0
24464,2017-12-24,8.5,0.3,8.7,0.0,92.0,2900.0,20000.0
24465,2017-12-25,7.6,-0.1,8.6,0.0,86.0,5500.0,25000.0
24466,2017-12-26,5.8,1.9,8.6,3.9,83.0,5500.0,25000.0
24467,2017-12-27,5.3,6.5,6.4,0.0,88.0,6000.0,25000.0
24468,2017-12-28,4.3,1.0,7.1,4.5,73.0,17000.0,25000.0
24469,2017-12-29,3.2,4.4,7.6,0.5,86.0,3400.0,25000.0
24470,2017-12-30,8.7,4.2,9.2,0.9,84.0,3600.0,16000.0
24471,2017-12-31,10.4,17.6,9.1,0.2,89.0,4700.0,20000.0
24472,2018-01-01,6.8,1.0,7.3,1.6,85.0,9000.0,25000.0
24473,2018-01-02,6.6,4.4,6.5,0.7,88.0,4100.0,25000.0
24474,2018-01-03,8.6,8.6,13.7,0.0,77.0,3800.0,17000.0
24475,2018-01-04,8.1,0.5,8.9,0.0,82.0,4800.0,25000.0
24476,2018-01-05,6.1,3.5,5.7,0.0,88.0,10000.0,32000.0
24477,2018-01-06,4.6,0.0,3.6,0.2,88.0,5500.0,25000.0
24478,2018-01-07,1.5,0.0,8.5,6.5,77.0,20000.0,25000.0
24479,2018-01-08,0.9,0.0,6.7,6.7,76.0,20000.0,25000.0
24480,2018-01-09,2.8,0.0,4.4,0.9,88.0,6000.0,20000.0
24481,2018-01-10,6.7,0.6,3.6,0.0,95.0,6000.0,13000.0
24482,2018-01-11,6.1,0.0,2.0,0.0,96.0,1800.0,5500.0
24483,2018-01-12,5.0,0.0,2.0,0.0,94.0,2200.0,20000.0
24484,2018-01-13,4.4,0.0,3.8,0.0,89.0,800.0,17000.0
24485,2018-01-14,2.8,0.0,4.8,2.7,84.0,7000.0,14000.0
24486,2018-01-15,5.2,14.0,8.6,0.0,90.0,2900.0,25000.0
24487,2018-01-16,5.5,2.6,9.1,2.9,76.0,7000.0,32000.0
24488,2018-01-17,4.8,0.3,10.4,1.6,73.0,12000.0,25000.0
24489,2018-01-18,4.8,11.6,9.8,1.0,85.0,4900.0,25000.0
24490,2018-01-19,3.8,6.6,5.3,3.3,82.0,5500.0,25000.0
24491,2018-01-20,2.1,2.1,3.3,1.1,92.0,5500.0,25000.0
24492,2018-01-21,3.4,2.2,4.2,3.8,84.0,3200.0,25000.0
24493,2018-01-22,6.1,0.9,5.5,0.0,89.0,2800.0,19000.0
24494,2018-01-23,7.9,1.3,7.2,0.6,91.0,2600.0,20000.0
24495,2018-01-24,10.7,5.2,9.6,0.0,89.0,4800.0,25000.0
24496,2018-01-25,7.1,-0.1,5.3,1.5,89.0,10000.0,25000.0
24497,2018-01-26,5.0,0.8,2.6,1.2,95.0,200.0,20000.0
24498,2018-01-27,5.2,0.6,6.8,1.9,89.0,3400.0,20000.0
24499,2018-01-28,9.9,0.0,8.9,1.6,89.0,10000.0,20000.0
24500,2018-01-29,8.6,2.9,9.8,0.7,82.0,4200.0,25000.0
24501,2018-01-30,4.4,0.0,4.1,6.2,87.0,10000.0,25000.0
24502,2018-01-31,6.6,3.2,8.5,0.5,83.0,1900.0,25000.0
24503,2018-02-01,4.3,4.1,6.5,3.9,83.0,6000.0,25000.0
24504,2018-02-02,4.2,2.8,4.9,2.7,86.0,5500.0,25000.0
24505,2018-02-03,2.3,1.0,3.8,0.5,88.0,6000.0,25000.0
24506,2018-02-04,2.2,-0.1,5.8,3.5,78.0,12000.0,42000.0
24507,2018-02-05,1.3,0.0,5.6,2.9,78.0,11000.0,22000.0
24508,2018-02-06,-1.5,0.0,4.5,8.0,74.0,9000.0,47000.0
24509,2018-02-07,-1.0,0.0,1.8,8.5,71.0,13000.0,42000.0
24510,2018-02-08,1.1,0.0,4.0,6.3,80.0,8000.0,26000.0
24511,2018-02-09,0.5,0.4,5.9,1.0,84.0,1600.0,18000.0
24512,2018-02-10,3.1,0.6,5.0,4.4,86.0,500.0,32000.0
24513,2018-02-11,4.7,3.9,9.5,3.2,80.0,3800.0,32000.0
24514,2018-02-12,2.7,0.6,6.0,5.6,78.0,10000.0,26000.0
24515,2018-02-13,1.9,0.0,6.3,8.7,75.0,15000.0,47000.0
24516,2018-02-14,2.2,-0.1,7.4,8.7,66.0,15000.0,47000.0
24517,2018-02-15,4.4,3.6,6.7,3.2,89.0,900.0,24000.0
24518,2018-02-16,3.7,0.0,4.3,8.6,81.0,12000.0,26000.0
24519,2018-02-17,2.1,0.0,2.2,6.0,78.0,9000.0,17000.0
24520,2018-02-18,1.7,0.0,3.1,8.8,84.0,6000.0,12000.0
24521,2018-02-19,1.8,-0.1,3.3,0.0,86.0,6000.0,9000.0
24522,2018-02-20,1.1,0.0,2.3,0.7,83.0,2500.0,10000.0
24523,2018-02-21,0.7,0.0,3.3,9.2,79.0,2000.0,12000.0
24524,2018-02-22,0.9,0.0,5.3,9.1,72.0,10000.0,27000.0
24525,2018-02-23,0.0,0.0,5.9,7.4,72.0,3100.0,47000.0
24526,2018-02-24,-0.2,0.0,7.8,8.5,56.0,21000.0,47000.0
24527,2018-02-25,-1.9,0.0,7.2,9.5,58.0,25000.0,47000.0
24528,2018-02-26,-2.5,0.0,6.4,8.9,66.0,25000.0,47000.0
24529,2018-02-27,-2.9,0.0,4.4,8.8,69.0,20000.0,47000.0
24530,2018-02-28,-6.6,-0.1,8.0,6.5,71.0,400.0,28000.0
24531,2018-03-01,-4.9,0.0,11.2,5.4,53.0,18000.0,32000.0
24532,2018-03-02,-3.5,-0.1,9.5,7.8,51.0,6000.0,29000.0
24533,2018-03-03,-1.8,-0.1,5.5,2.5,63.0,5500.0,10000.0
24534,2018-03-04,4.7,2.0,4.6,4.4,78.0,3700.0,16000.0
24535,2018-03-05,6.4,0.0,5.0,9.3,82.0,4200.0,37000.0
24536,2018-03-06,5.6,-0.1,2.9,1.3,78.0,15000.0,47000.0
24537,2018-03-07,6.4,4.9,3.9,4.1,85.0,3300.0,20000.0
24538,2018-03-08,4.7,4.1,7.8,3.3,84.0,5500.0,32000.0
24539,2018-03-09,6.5,1.5,4.3,5.5,83.0,2800.0,32000.0
24540,2018-03-10,11.2,3.4,4.5,0.7,91.0,300.0,25000.0
24541,2018-03-11,9.5,5.6,3.4,2.1,93.0,1300.0,25000.0
24542,2018-03-12,9.8,0.7,4.0,2.2,87.0,4500.0,32000.0
24543,2018-03-13,5.5,2.5,4.8,0.5,92.0,3500.0,20000.0
24544,2018-03-14,5.6,0.0,4.5,7.0,80.0,200.0,37000.0
24545,2018-03-15,7.0,1.3,6.5,4.0,72.0,5500.0,27000.0
24546,2018-03-16,3.8,0.1,7.0,0.0,86.0,4200.0,25000.0
24547,2018-03-17,-1.1,-0.1,11.3,3.4,56.0,2000.0,47000.0
24548,2018-03-18,-0.6,0.0,9.5,9.4,45.0,27000.0,47000.0
24549,2018-03-19,-0.2,0.0,7.6,11.1,51.0,25000.0,47000.0
24550,2018-03-20,3.8,0.2,5.3,10.7,73.0,8000.0,47000.0
24551,2018-03-21,3.2,-0.1,3.8,8.1,83.0,200.0,32000.0
24552,2018-03-22,6.4,2.2,5.8,5.4,90.0,1600.0,13000.0
24553,2018-03-23,6.2,0.0,5.7,0.0,80.0,4900.0,32000.0
24554,2018-03-24,6.4,0.0,2.7,3.0,79.0,3800.0,24000.0
24555,2018-03-25,5.4,0.0,2.6,2.9,85.0,100.0,20000.0
24556,2018-03-26,4.7,0.0,2.5,8.2,86.0,100.0,32000.0
24557,2018-03-27,5.8,0.3,4.0,0.7,88.0,500.0,25000.0
24558,2018-03-28,5.7,9.4,3.8,0.0,91.0,1500.0,20000.0
24559,2018-03-29,6.7,0.5,4.3,8.0,75.0,3500.0,47000.0
24560,2018-03-30,9.0,3.0,4.7,4.7,75.0,7000.0,47000.0
24561,2018-03-31,6.9,1.2,2.5,2.1,86.0,3000.0,47000.0
24562,2018-04-01,5.1,1.1,2.8,0.7,87.0,1700.0,25000.0
24563,2018-04-02,7.6,2.5,4.8,1.6,86.0,4100.0,32000.0
24564,2018-04-03,11.9,12.2,6.1,3.5,84.0,5500.0,47000.0
24565,2018-04-04,10.1,1.1,5.0,2.7,85.0,8000.0,25000.0
24566,2018-04-05,6.0,1.6,7.4,5.4,80.0,7000.0,24000.0
24567,2018-04-06,9.2,0.0,6.4,11.8,56.0,14000.0,47000.0
24568,2018-04-07,14.2,0.0,4.5,8.8,61.0,18000.0,47000.0
24569,2018-04-08,14.2,-0.1,2.3,7.7,76.0,8000.0,25000.0
24570,2018-04-09,11.0,0.1,4.3,0.5,86.0,2800.0,12000.0
24571,2018-04-10,14.7,0.2,4.0,4.0,77.0,2900.0,37000.0
24572,2018-04-11,13.0,1.4,4.1,3.8,82.0,4400.0,16000.0
24573,2018-04-12,10.1,0.5,4.5,0.1,90.0,2000.0,8000.0
24574,2018-04-13,9.8,0.0,3.2,1.6,88.0,800.0,12000.0
24575,2018-04-14,11.1,0.1,2.6,3.1,77.0,2100.0,17000.0
24576,2018-04-15,12.8,3.3,2.3,2.1,87.0,1500.0,23000.0
24577,2018-04-16,11.0,-0.1,4.8,11.3,76.0,8000.0,29000.0
24578,2018-04-17,13.3,0.0,4.7,10.7,67.0,18000.0,32000.0
24579,2018-04-18,16.8,0.0,2.8,13.0,63.0,15000.0,37000.0
24580,2018-04-19,20.0,0.0,4.1,13.0,53.0,9000.0,42000.0
24581,2018-04-20,16.8,0.0,3.1,12.4,67.0,2700.0,22000.0
24582,2018-04-21,15.1,0.0,3.7,13.2,69.0,4400.0,42000.0
24583,2018-04-22,17.2,0.0,4.8,10.1,63.0,9000.0,29000.0
24584,2018-04-23,12.2,0.0,6.5,9.2,72.0,9000.0,47000.0
24585,2018-04-24,12.5,0.4,7.5,1.1,80.0,6000.0,25000.0
24586,2018-04-25,11.0,0.6,8.5,6.0,78.0,7000.0,37000.0
24587,2018-04-26,10.1,-0.1,8.0,8.6,73.0,13000.0,32000.0
24588,2018-04-27,10.5,0.1,3.6,2.7,71.0,13000.0,47000.0
24589,2018-04-28,11.0,0.3,4.4,1.4,85.0,3300.0,25000.0
24590,2018-04-29,10.0,15.1,4.9,0.2,90.0,3300.0,12000.0
24591,2018-04-30,9.1,21.3,5.1,0.0,89.0,3100.0,25000.0
24592,2018-05-01,8.2,6.4,8.3,6.8,72.0,6000.0,47000.0
24593,2018-05-02,10.8,0.5,6.3,9.8,70.0,9000.0,47000.0
24594,2018-05-03,10.0,0.0,3.1,13.8,70.0,15000.0,47000.0
24595,2018-05-04,12.2,0.0,2.4,13.8,61.0,15000.0,47000.0
24596,2018-05-05,14.8,0.0,3.9,13.8,61.0,22000.0,42000.0
24597,2018-05-06,18.0,0.0,3.3,14.2,53.0,22000.0,47000.0
24598,2018-05-07,19.0,0.0,3.0,14.2,59.0,25000.0,47000.0
24599,2018-05-08,19.8,0.0,2.8,14.2,55.0,14000.0,42000.0
24600,2018-05-09,16.4,0.0,3.1,12.7,73.0,5500.0,22000.0
24601,2018-05-10,11.6,1.5,4.6,6.1,82.0,6000.0,37000.0
24602,2018-05-11,13.1,0.0,2.7,11.3,70.0,11000.0,37000.0
24603,2018-05-12,17.7,0.0,3.4,9.0,60.0,17000.0,42000.0
24604,2018-05-13,12.7,1.4,4.5,0.4,89.0,2800.0,16000.0
24605,2018-05-14,18.2,0.0,4.5,10.9,74.0,200.0,37000.0
24606,2018-05-15,19.1,0.0,4.3,14.1,60.0,6000.0,47000.0
24607,2018-05-16,14.4,-0.1,5.9,9.2,78.0,9000.0,16000.0
24608,2018-05-17,10.4,0.0,5.9,11.6,72.0,11000.0,19000.0
24609,2018-05-18,10.4,0.0,4.6,3.0,72.0,13000.0,32000.0
24610,2018-05-19,11.0,0.0,2.5,0.3,87.0,500.0,20000.0
24611,2018-05-20,15.8,0.0,2.6,12.6,72.0,100.0,25000.0
24612,2018-05-21,19.2,-0.1,4.1,10.3,54.0,25000.0,47000.0
24613,2018-05-22,17.8,0.3,3.0,0.8,66.0,19000.0,42000.0
24614,2018-05-23,18.9,1.2,4.3,5.2,70.0,7000.0,47000.0
24615,2018-05-24,19.3,-0.1,4.8,5.0,65.0,15000.0,47000.0
24616,2018-05-25,20.0,9.9,3.1,8.4,78.0,6000.0,23000.0
24617,2018-05-26,22.3,0.0,4.5,14.1,65.0,8000.0,47000.0
24618,2018-05-27,21.1,-0.1,4.4,6.5,68.0,20000.0,47000.0
24619,2018-05-28,23.2,0.0,3.3,13.3,64.0,15000.0,37000.0
24620,2018-05-29,22.2,7.5,4.6,10.7,77.0,3500.0,32000.0
24621,2018-05-30,20.2,-0.1,2.8,7.2,82.0,1100.0,32000.0
24622,2018-05-31,19.8,4.4,2.7,7.2,87.0,700.0,32000.0
24623,2018-06-01,16.2,3.1,3.8,2.4,92.0,100.0,12000.0
24624,2018-06-02,16.2,-0.1,4.0,0.0,92.0,1600.0,10000.0
24625,2018-06-03,18.4,0.0,3.0,9.7,82.0,2400.0,24000.0
24626,2018-06-04,17.7,0.0,3.5,3.5,82.0,4700.0,25000.0
24627,2018-06-05,16.0,0.0,3.8,7.8,76.0,11000.0,23000.0
24628,2018-06-06,19.6,0.0,3.3,15.3,75.0,8000.0,19000.0
24629,2018-06-07,21.0,0.0,2.9,14.1,75.0,3200.0,32000.0
24630,2018-06-08,17.8,0.1,3.0,0.0,88.0,1900.0,16000.0
24631,2018-06-09,19.2,0.0,3.9,5.7,78.0,9000.0,27000.0
24632,2018-06-10,18.0,0.0,3.9,9.2,76.0,7000.0,32000.0
24633,2018-06-11,17.1,0.0,4.8,13.0,74.0,20000.0,37000.0
24634,2018-06-12,15.0,-0.1,4.7,2.5,74.0,25000.0,32000.0
24635,2018-06-13,15.0,-0.1,4.3,8.1,67.0,13000.0,47000.0
24636,2018-06-14,15.9,1.4,6.1,2.3,79.0,4200.0,37000.0
24637,2018-06-15,18.0,0.0,2.2,7.4,73.0,1300.0,32000.0
24638,2018-06-16,16.9,-0.1,5.0,5.0,68.0,7000.0,47000.0
24639,2018-06-17,16.3,0.0,6.6,2.4,71.0,12000.0,37000.0
24640,2018-06-18,16.6,1.7,6.8,3.1,85.0,2100.0,25000.0
24641,2018-06-19,18.5,0.0,4.6,4.8,79.0,14000.0,32000.0
24642,2018-06-20,18.3,0.0,5.5,7.1,82.0,6000.0,37000.0
24643,2018-06-21,14.1,-0.1,8.7,8.2,68.0,10000.0,37000.0
24644,2018-06-22,12.7,-0.1,7.6,1.4,71.0,13000.0,26000.0
24645,2018-06-23,14.7,0.0,3.9,4.0,74.0,14000.0,42000.0
24646,2018-06-24,14.6,0.0,4.2,2.4,77.0,12000.0,37000.0
24647,2018-06-25,15.9,0.0,4.0,9.4,80.0,15000.0,42000.0
24648,2018-06-26,16.0,0.0,3.8,14.8,73.0,12000.0,37000.0
24649,2018-06-27,17.6,0.0,4.4,9.8,75.0,15000.0,25000.0
24650,2018-06-28,21.1,0.0,4.5,15.5,64.0,8000.0,42000.0
24651,2018-06-29,19.1,0.0,4.3,15.5,70.0,10000.0,42000.0
24652,2018-06-30,21.4,0.0,5.4,15.5,52.0,10000.0,47000.0
24653,2018-07-01,21.7,0.0,6.8,15.3,36.0,32000.0,47000.0
24654,2018-07-02,20.5,0.0,6.0,15.3,43.0,32000.0,47000.0
24655,2018-07-03,19.3,0.0,4.9,15.3,63.0,20000.0,47000.0
24656,2018-07-04,19.1,0.0,3.1,12.9,68.0,20000.0,47000.0
24657,2018-07-05,17.7,0.0,3.2,13.3,76.0,9000.0,42000.0
24658,2018-07-06,19.5,0.0,2.9,7.1,67.0,10000.0,47000.0
24659,2018-07-07,19.0,0.0,2.5,10.9,63.0,20000.0,47000.0
24660,2018-07-08,18.9,0.0,3.3,15.1,64.0,11000.0,47000.0
24661,2018-07-09,17.2,-0.1,4.1,2.7,77.0,3000.0,37000.0
24662,2018-07-10,16.4,0.5,5.5,5.1,76.0,3000.0,32000.0
24663,2018-07-11,17.4,0.0,4.1,10.5,77.0,3500.0,37000.0
24664,2018-07-12,18.0,0.0,4.6,11.9,78.0,6000.0,32000.0
24665,2018-07-13,17.8,0.0,3.1,11.0,74.0,11000.0,42000.0
24666,2018-07-14,18.6,0.0,2.6,14.0,68.0,13000.0,47000.0
24667,2018-07-15,20.9,0.0,2.6,13.1,59.0,20000.0,47000.0
24668,2018-07-16,23.0,0.0,3.1,12.4,51.0,25000.0,47000.0
24669,2018-07-17,19.6,0.0,4.7,13.4,69.0,18000.0,37000.0
24670,2018-07-18,19.2,0.0,3.2,11.6,67.0,12000.0,47000.0
24671,2018-07-19,19.9,0.0,3.6,11.7,66.0,3400.0,47000.0
24672,2018-07-20,20.1,0.0,3.3,12.3,64.0,15000.0,47000.0
24673,2018-07-21,20.4,-0.1,4.3,13.3,67.0,5500.0,42000.0
24674,2018-07-22,20.0,0.0,3.3,10.2,71.0,700.0,47000.0
24675,2018-07-23,22.6,0.0,1.9,14.9,66.0,8000.0,47000.0
24676,2018-07-24,24.3,0.0,2.8,13.2,62.0,13000.0,47000.0
24677,2018-07-25,24.6,0.0,2.7,8.5,63.0,10000.0,47000.0
24678,2018-07-26,27.5,-0.1,3.0,10.7,58.0,15000.0,47000.0
24679,2018-07-27,29.5,0.0,5.0,11.1,38.0,16000.0,47000.0
24680,2018-07-28,20.5,1.7,6.4,7.6,67.0,12000.0,32000.0
24681,2018-07-29,21.2,-0.1,5.3,4.3,56.0,24000.0,47000.0
24682,2018-07-30,23.3,0.0,4.2,4.6,66.0,20000.0,47000.0
24683,2018-07-31,20.1,2.0,3.6,9.6,74.0,15000.0,42000.0
24684,2018-08-01,20.1,0.0,2.2,11.0,66.0,9000.0,47000.0
24685,2018-08-02,22.2,0.0,2.3,13.3,62.0,15000.0,42000.0
24686,2018-08-03,24.1,0.0,2.5,14.0,59.0,12000.0,47000.0
24687,2018-08-04,22.0,0.0,3.8,9.8,73.0,20000.0,37000.0
24688,2018-08-05,20.6,0.0,3.3,13.3,67.0,20000.0,47000.0
24689,2018-08-06,23.2,0.0,2.5,13.9,59.0,20000.0,42000.0
24690,2018-08-07,26.2,2.0,2.6,10.0,54.0,10000.0,47000.0
24691,2018-08-08,19.7,3.5,5.6,5.0,76.0,15000.0,42000.0
24692,2018-08-09,17.6,7.5,4.3,1.8,81.0,5500.0,42000.0
24693,2018-08-10,16.0,16.4,7.0,7.6,76.0,7000.0,47000.0
24694,2018-08-11,15.9,0.4,4.9,10.9,69.0,15000.0,47000.0
24695,2018-08-12,20.5,-0.1,4.3,2.8,60.0,23000.0,47000.0
24696,2018-08-13,19.1,1.3,4.0,3.0,83.0,10000.0,25000.0
24697,2018-08-14,19.0,0.7,5.5,7.5,77.0,11000.0,42000.0
24698,2018-08-15,19.7,-0.1,4.9,3.0,80.0,8000.0,27000.0
24699,2018-08-16,18.2,0.4,5.0,2.1,80.0,15000.0,32000.0
24700,2018-08-17,17.8,-0.1,2.9,11.0,72.0,14000.0,47000.0
24701,2018-08-18,18.1,0.0,5.3,3.7,78.0,13000.0,47000.0
24702,2018-08-19,19.4,-0.1,6.2,0.4,81.0,3600.0,32000.0
24703,2018-08-20,19.6,0.0,3.3,7.0,81.0,10000.0,47000.0
24704,2018-08-21,20.2,0.0,1.7,7.0,81.0,11000.0,25000.0
24705,2018-08-22,19.8,0.0,3.4,9.3,82.0,4900.0,26000.0
24706,2018-08-23,18.4,0.9,5.0,0.1,87.0,4700.0,32000.0
24707,2018-08-24,15.3,19.0,6.5,8.5,72.0,8000.0,47000.0
24708,2018-08-25,12.9,19.2,4.1,6.9,82.0,10000.0,47000.0
24709,2018-08-26,14.2,1.1,6.2,6.5,74.0,10000.0,47000.0
24710,2018-08-27,17.6,3.8,6.4,2.0,77.0,6000.0,32000.0
24711,2018-08-28,17.2,-0.1,2.0,2.4,79.0,8000.0,37000.0
24712,2018-08-29,15.5,5.6,2.4,1.7,88.0,3200.0,25000.0
24713,2018-08-30,15.2,0.0,3.9,9.8,71.0,15000.0,47000.0
24714,2018-08-31,14.2,0.0,1.5,2.6,78.0,15000.0,42000.0
24715,2018-09-01,14.5,0.0,1.8,10.4,74.0,15000.0,47000.0
24716,2018-09-02,16.5,0.0,3.3,11.0,75.0,13000.0,47000.0
24717,2018-09-03,18.7,0.0,3.5,4.4,84.0,5500.0,25000.0
24718,2018-09-04,20.5,0.0,2.6,3.2,88.0,2600.0,9000.0
24719,2018-09-05,18.0,49.3,2.9,1.4,92.0,2300.0,15000.0
24720,2018-09-06,16.4,10.8,2.9,0.8,94.0,2200.0,20000.0
24721,2018-09-07,15.0,10.9,6.4,8.6,73.0,5500.0,47000.0
24722,2018-09-08,14.9,-0.1,5.2,2.0,76.0,15000.0,42000.0
24723,2018-09-09,18.1,-0.1,4.8,5.7,76.0,14000.0,47000.0
24724,2018-09-10,17.3,0.0,5.2,1.4,79.0,10000.0,32000.0
24725,2018-09-11,18.4,-0.1,7.3,2.0,84.0,2800.0,25000.0
24726,2018-09-12,14.7,1.3,3.0,0.1,88.0,4300.0,25000.0
24727,2018-09-13,13.1,0.0,1.7,11.1,78.0,2000.0,42000.0
24728,2018-09-14,14.4,-0.1,4.9,6.9,74.0,15000.0,47000.0
24729,2018-09-15,15.6,-0.1,4.5,8.7,75.0,20000.0,42000.0
24730,2018-09-16,15.6,0.0,4.1,5.2,76.0,14000.0,42000.0
24731,2018-09-17,17.0,0.0,3.8,8.2,73.0,13000.0,47000.0
24732,2018-09-18,18.6,0.0,7.1,11.2,70.0,12000.0,32000.0
24733,2018-09-19,18.7,0.0,7.0,8.6,76.0,13000.0,32000.0
24734,2018-09-20,19.0,0.0,6.2,4.2,76.0,16000.0,32000.0
24735,2018-09-21,15.5,5.9,11.1,5.0,68.0,11000.0,42000.0
24736,2018-09-22,12.9,7.7,5.5,1.1,79.0,8000.0,37000.0
24737,2018-09-23,10.2,14.2,2.7,0.1,90.0,3700.0,25000.0
24738,2018-09-24,10.7,2.0,4.4,9.4,73.0,15000.0,37000.0
24739,2018-09-25,10.7,-0.1,1.5,8.1,77.0,6000.0,47000.0
24740,2018-09-26,13.1,0.0,4.8,9.6,76.0,11000.0,37000.0
24741,2018-09-27,14.6,0.0,3.3,10.5,75.0,7000.0,47000.0
24742,2018-09-28,12.5,0.0,4.3,4.2,70.0,16000.0,42000.0
24743,2018-09-29,9.7,0.0,1.5,10.6,75.0,15000.0,42000.0
24744,2018-09-30,11.1,0.3,3.5,8.1,74.0,15000.0,37000.0
24745,2018-10-01,9.8,3.4,4.7,6.1,79.0,13000.0,32000.0
24746,2018-10-02,12.2,3.8,6.2,3.8,82.0,2900.0,32000.0
24747,2018-10-03,13.2,-0.1,4.7,7.5,72.0,13000.0,27000.0
24748,2018-10-04,14.4,-0.1,4.4,1.6,88.0,5500.0,23000.0
24749,2018-10-05,13.4,0.0,2.4,10.2,84.0,5500.0,26000.0
24750,2018-10-06,13.6,0.8,3.5,7.3,86.0,1400.0,27000.0
24751,2018-10-07,10.6,-0.1,2.8,8.0,78.0,15000.0,42000.0
24752,2018-10-08,11.2,0.0,4.1,7.3,83.0,15000.0,42000.0
24753,2018-10-09,12.7,0.0,3.3,8.4,81.0,7000.0,42000.0
24754,2018-10-10,15.5,0.0,3.7,9.8,77.0,3100.0,37000.0
24755,2018-10-11,17.5,0.2,5.0,5.6,75.0,10000.0,42000.0
24756,2018-10-12,18.0,-0.1,6.1,8.1,79.0,15000.0,42000.0
24757,2018-10-13,19.8,0.0,5.3,9.0,73.0,20000.0,47000.0
24758,2018-10-14,18.1,0.0,4.5,7.8,69.0,20000.0,47000.0
24759,2018-10-15,17.0,-0.1,3.2,6.0,76.0,1600.0,37000.0
24760,2018-10-16,16.1,0.0,2.2,6.8,80.0,200.0,32000.0
24761,2018-10-17,14.2,0.0,2.5,7.7,86.0,1000.0,25000.0
24762,2018-10-18,12.7,-0.1,3.3,5.1,80.0,7000.0,37000.0
24763,2018-10-19,9.6,0.0,2.3,7.5,81.0,6000.0,37000.0
24764,2018-10-20,10.7,0.0,2.4,3.7,86.0,8000.0,32000.0
24765,2018-10-21,12.9,0.0,3.5,1.7,78.0,5500.0,17000.0
24766,2018-10-22,11.8,-0.1,4.1,7.0,73.0,13000.0,42000.0
24767,2018-10-23,13.4,-0.1,9.0,0.6,78.0,11000.0,25000.0
24768,2018-10-24,14.1,0.3,6.4,3.2,89.0,4400.0,25000.0
24769,2018-10-25,12.3,0.6,4.2,0.2,86.0,4000.0,25000.0
24770,2018-10-26,9.8,4.3,5.4,1.2,85.0,3900.0,32000.0
24771,2018-10-27,7.4,5.5,2.8,4.4,81.0,8000.0,25000.0
24772,2018-10-28,5.3,0.0,6.0,8.7,68.0,25000.0,47000.0
24773,2018-10-29,5.4,0.0,6.2,0.8,82.0,20000.0,25000.0
24774,2018-10-30,6.2,21.5,6.8,0.1,90.0,3000.0,25000.0
24775,2018-10-31,8.5,-0.1,4.8,7.1,81.0,15000.0,32000.0
24776,2018-11-01,10.3,2.6,5.6,0.7,83.0,8000.0,32000.0
24777,2018-11-02,8.6,3.9,5.0,6.5,79.0,9000.0,47000.0
24778,2018-11-03,5.4,0.0,3.5,7.0,87.0,7000.0,25000.0
24779,2018-11-04,6.2,0.0,3.4,7.2,88.0,4300.0,16000.0
24780,2018-11-05,7.9,0.0,3.5,2.1,94.0,3600.0,7000.0
24781,2018-11-06,12.2,0.0,3.8,5.5,81.0,4100.0,42000.0
24782,2018-11-07,10.8,0.5,6.5,1.5,84.0,15000.0,25000.0
24783,2018-11-08,9.0,0.0,4.4,8.0,85.0,15000.0,25000.0
24784,2018-11-09,9.2,0.0,5.1,3.6,86.0,9000.0,20000.0
24785,2018-11-10,11.3,3.1,6.8,0.2,92.0,6000.0,20000.0
24786,2018-11-11,10.9,4.8,6.3,1.5,89.0,9000.0,25000.0
24787,2018-11-12,10.0,1.1,4.1,0.9,94.0,5500.0,20000.0
24788,2018-11-13,10.2,0.0,6.8,6.0,88.0,9000.0,25000.0
24789,2018-11-14,8.6,0.0,4.3,7.3,90.0,9000.0,22000.0
24790,2018-11-15,7.3,0.0,3.2,7.9,87.0,9000.0,20000.0
24791,2018-11-16,3.2,0.0,2.8,0.2,95.0,300.0,10000.0
24792,2018-11-17,4.5,0.0,4.9,7.5,80.0,7000.0,18000.0
24793,2018-11-18,3.8,0.0,5.8,6.7,73.0,9000.0,47000.0
