,accident_year,total_accidents,temp_C,precip_mm,wind_avg_ms,visibility_range
0,2017.0,2384,11.116712328767123,2.555068493150685,4.806027397260274,22541.64383561644
1,2018.0,2685,11.505753424657534,1.5169863013698632,4.801643835616438,22850.41095890411
2,2019.0,3961,11.324931506849316,2.3493150684931505,4.885205479452055,22981.64383561644
3,2020.0,3052,11.810655737704918,2.3674863387978142,5.197267759562842,23376.775956284153
4,2021.0,3599,10.611506849315068,2.3465753424657536,4.543287671232877,23972.328767123287
5,2022.0,3754,11.858356164383562,2.2356164383561645,4.732602739726028,25016.712328767124
6,2023.0,4660,11.980547945205478,2.985753424657534,5.212054794520548,22463.835616438355
