cluster_id,accident_count,center_lat,center_lon,lat_std,lon_std,year_range,avg_year,top_streets
74,124,52.406028483068035,4.9393971655840465,0.003149919577267771,0.005608647185657849,2023-2023,2023.0,"Ringweg-Noord (74), Nieuwe Leeuwarderweg (20), NOORD 16 (12)"
16,121,52.42295595319407,4.873413129399493,0.005613546814328772,0.006151890499544201,2015-2015,2015.0,"Coentunnelweg (61), Ringweg-Noord (27), KP COENPLEIN (15)"
129,120,52.3626232228654,4.839172931036689,0.0037387211647403403,0.005144717965419808,2023-2023,2023.0,"Ringweg-West (68), Postjesweg (12), Jan Tooropstraat (8)"
137,120,52.378474497467664,4.89625249879881,0.005668610112956271,0.008296540183329268,2020-2020,2020.0,"De Ruijterkade (23), Prins Hendrikkade (13), Houtmankade (8)"
148,118,52.346674378267025,4.842671323767265,0.0033223398879256845,0.004162209914186922,2019-2019,2019.0,"Ringweg-West (57), Einsteinweg (31), Zeilstraat (5)"
149,117,52.33855033139102,4.840913817422702,0.0009468059196915297,0.005486237001511086,2019-2019,2019.0,"Nieuwe Haagseweg (69), Ringweg-West (29), KP DE NIEUWE MEER (11)"
10,115,52.39368671296549,4.7935050479672405,0.0016863376335958665,0.010058394826322986,2019-2019,2019.0,"Westrandweg (81), Australiehavenweg (7), AMSTERDAM-WESTPOORT 3 (7)"
123,114,52.33828354962864,4.842371785162747,0.0009752072786023136,0.006476094113968675,2022-2022,2022.0,"Nieuwe Haagseweg (40), Ringweg-Zuid (32), Ringweg-West (18)"
159,114,52.35512975929541,4.893181525022552,0.0023646698623640194,0.010945763945833343,2019-2019,2019.0,"Stadhouderskade (17), Van Woustraat (16), Ceintuurbaan (10)"
47,111,52.33055863064303,4.909730436068968,0.001802983929283033,0.004896741144281826,2023-2023,2023.0,"Ringweg-Zuid (48), Nieuwe Utrechtseweg (35), KP AMSTEL (15)"
164,110,52.37540234777114,4.892990989442046,0.004637934241953937,0.0039431885659454696,2016-2016,2016.0,"Prins Hendrikkade (18), Rokin (12), Nieuwezijds Voorburgwal (10)"
136,110,52.36813601090576,4.870113343891611,0.005929082849147382,0.007551664895773389,2020-2020,2020.0,"Kinkerstraat (17), Nassaukade (13), Overtoom (12)"
55,109,52.393092026777445,4.794418172924532,0.001140985155515718,0.010425149554915402,2023-2023,2023.0,"Westrandweg (72), Basisweg (9), IJMUIDEN 2 (7)"
38,109,52.35319626778187,4.964287910069887,0.0007998790011022331,0.000489944398760677,2019-2019,2019.0,"Ringweg-Oost (69), RYKSWG (29), KP WATERGRAAFSMEER (10)"
58,108,52.40726790458762,4.935605690474472,0.0022101091309113395,0.010675352024275676,2020-2020,2020.0,"Ringweg-Noord (50), Nieuwe Leeuwarderweg (18), NOORD 16 (17)"
125,106,52.357554848201254,4.83831869097811,0.0031428825923985808,0.007308923342382633,2022-2022,2022.0,"Ringweg-West (65), Pieter Calandlaan (11), Cornelis Lelylaan (9)"
64,106,52.41819146768254,4.86788527421545,0.0007314188871056149,0.00035440324265134817,2021-2021,2021.0,"Ringweg-West (83), Ringweg-Noord (23)"
60,105,52.42212389904921,4.876870987170196,0.0017734961842091445,0.007739329376394382,2020-2020,2020.0,"Ringweg-Noord (52), Coentunnelweg (43), A.DAM-TUINDORP-OOSTZAAN 18 (4)"
18,105,52.40651965289304,4.855934452909632,0.003723790454215257,0.004585651564540731,2020-2020,2020.0,"Ringweg-West (90), AMSTERDAM-HEMHAVENS 1 (8), Westrandweg (5)"
69,105,52.402984323643146,4.851881580292158,0.0019650208823593436,0.0023778593443336943,2019-2019,2019.0,"Ringweg-West (66), Westrandweg (21), AMSTERDAM-HEMHAVENS 1 (17)"
153,105,52.35548367573884,4.841767455033811,0.0014990555101243289,0.00636543060536738,2019-2019,2019.0,"Ringweg-West (61), Cornelis Lelylaan (13), Surinameplein (8)"
53,103,52.40361675559823,4.852836393945421,0.0018839817013376324,0.00251911898025401,2023-2023,2023.0,"Ringweg-West (84), Westrandweg (14), AMSTERDAM-HEMHAVENS 1 (3)"
71,101,52.35889588608367,4.796823663780167,0.005092522620617741,0.007639320966988127,2022-2022,2022.0,"Meer en Vaart (15), Osdorper Ban (12), Tussen Meer (11)"
43,101,52.420535362738384,4.8713680245655215,0.0002242151542978013,0.00045609240961620614,2019-2019,2019.0,"Coentunnelweg (78), Ringweg-Noord (20), KP COENPLEIN (3)"
92,100,52.33197464763001,4.902609296600101,0.002311194121492805,0.007225286202697095,2021-2021,2021.0,"Ringweg-Zuid (70), KP AMSTEL (8), Nieuwe Utrechtseweg (7)"
35,99,52.41834551497169,4.8679482252978366,0.0005946124466833374,0.0003078985335866184,2022-2022,2022.0,"Ringweg-West (86), Ringweg-Noord (13)"
